,page_id,title,rank
53,53276,drogheda,23.095273254897545
54,10816705,joe mcshane,1.373353944712684
55,24738157,organic milk,1.8870987962803476
56,3132105,sibt ibn al-jawzi,0.5496621001406241
57,627468,pyrethroid,4.3381922815253295
58,913137,tagish lake,4.554518133503198
59,5902728,e85 in the united states,0.3178371697008235
60,10580387,comin' home baby!,0.2646704424279589
61,2455439,list of sonic x episodes,1.3724553357790177
62,543935,east–west schism,58.62380625766993
63,7083789,muslim minority of greece,1.89362411488985
64,493376,shan state,18.862850384317728
65,65453,rickey henderson,14.448971844135684
66,3004481,uplifting trance,9.136800783838698
67,21920512,númenor,2.4929908804143417
68,38115,crucifixion,26.25777888819125
69,3283035,miss nebraska usa,1.125600961754536
70,277570,chinese opera,17.02183868099282
71,596473,long depression,21.402175978788055
72,6067329,chris d'lacey,0.443328688057561
73,77231,ninhursag,5.967545302347623
74,4350008,protein–protein interaction prediction,4.184550053111712
75,16738286,mount baker station,0.2217049631888535
76,167097,ok,1.1515581905343524
77,17901849,fasayil,0.3643134858260123
78,2150363,carrion crawler,0.2985089540178336
79,2320723,dunbar railway station,0.967996466136488
80,575850,william derham,9.644318778766916
81,15286606,libya at the olympics,5.071922361762948
82,3747707,california division of juvenile justice,2.404531327639816
83,1866599,passive house,5.128896913369584
84,11909408,michalis nikolinakos,0.1949843381955234
85,749853,fovea centralis,10.202338891463738
86,53277,fat acceptance movement,1.00947486727397
87,605304,wbz-tv,14.994156926403743
88,11067270,drew petrie,2.2392655648960456
89,7949528,same-sex marriage law in the united states by state,9.470973608496784
90,1972411,boardgamegeek,25.00879626707561
91,872241,boxelder bug,0.2018694908053108
92,1627000,australopithecus africanus,6.14030454986609
93,921570,amy poehler,6.795014035645774
94,1623742,history of silesia,5.828499826827633
95,997690,leiden scale,5.515742689278974
96,25537157,bell 30,0.5983840222322944
97,274848,tularemia,11.933488338040338
98,6007156,rural letter carrier,0.2374900969565771
99,7279897,united states department of defense,245.63866397781277
100,22348665,deema shehabi,0.2218566172590207
101,2415551,banco central burglary at fortaleza,0.1963247680978773
102,25571977,list of presidents of the united states with facial hair,2.3517547995296564
103,1904536,cave story,1.385024916738172
104,19373898,basilisk,4.679280057292481
105,432742,infant school,24.790955407294344
106,18721790,child sexual abuse,27.623422329616385
107,27412,geography of sri lanka,9.23636723712016
108,106164,globular protein,5.258839249634121
109,643709,rustamid dynasty,1.673815118501793
110,3117,abu zubaydah,3.3893813681441904
111,5227177,florida state road 732,0.3664048159799961
112,15120180,battle of calderón bridge,0.5829006618334422
113,1406693,morris cerullo,0.6179801642842871
114,204953,gloster gladiator,4.384508188963864
115,15253,international bank account number,254.49589390932783
116,18301418,speed limits by country,5.346489670193328
117,229212,alexander mackenzie (explorer),19.882819058347412
118,987073,tara browne,0.6926408154060556
119,3390,bible,286.1666858405972
120,23086026,coenonympha nipisiquit,0.2153374411036133
121,322148,man-of-war,11.458866883337912
122,9045513,william a. hammond,1.3862080150582767
123,18516324,second stadtholderless period,1.2922355691698524
124,1447436,zheng jing,7.355518358502091
125,3531831,richard anthony hewson,0.5772131093994624
126,28493627,manila hostage crisis,3.349889703642433
127,670901,johann georg hiedler,0.3915038195998595
128,1398256,eastern orthodox view of sin,0.6530469973515926
129,41413,network topology,77.4381988707169
130,625125,letter case,39.008070765300566
131,3596992,freesat from sky,30.20490724596262
132,24546545,mary moody northen,0.2542116992078
133,1633392,eyewitness news,4.106401646818962
134,162772,deputy prime minister of the united kingdom,10.784072918959277
135,3474020,virtual chess 64,0.1815138068856203
136,200958,100 greatest britons,5.162532432960353
137,7615592,charles r. mabey,0.7663835322257824
138,506331,ford transit,9.686330080027895
139,2643257,wtkr,3.293396620697659
140,11996885,electronic cigarette,4.4971540048674
141,20850395,pfandbrief,2.2539385184249414
142,1621777,escape (the piña colada song),0.4899446346633301
143,1715,abu bakr,16.09428427207207
144,493376,shan state,18.862850384317728
145,15295535,snow leopard,22.31434457932121
146,2096327,william bratton,1.420401719724231
147,15516,intelsat,13.61104082794282
148,1558354,demographics of europe,10.31862556099304
149,156661,council tax,6.123131843525915
150,3705615,maid of honour,1.972480653464852
151,19556,mode (music),26.289243151970958
152,1335382,oneida language,11.30474082050142
153,1060572,târnăveni,2.747086332652388
154,2224500,laodicean church,0.704321565759114
155,2855029,chieu hoi,0.6544285983831051
156,2313172,cartoon cartoons,1.8809350754113487
157,2961233,pontyclun railway station,1.4840327219424472
158,598606,charlotte hughes (supercentenarian),0.2910419427181277
159,2118908,hassan mustafa osama nasr,0.5868104356452741
160,19088,malawi,185.528370687468
161,398725,sleep debt,3.364381373049949
162,1935464,alain n'kong,0.4119565695058995
163,4433539,luna lake (arizona),2.1475279106464025
164,1175448,cumberland valley,10.256509118854602
165,2208205,janice pennington,0.7184110364317715
166,1473818,chicken kiev,4.4363855281740365
167,905253,moonbat,1.0524335275541483
168,1117301,haram,6.041805945352474
169,1551066,karnak (comics),0.9307431865949222
170,5773951,nikolai panin,0.707068529255853
171,12794804,zombie holocaust,0.3726791542251822
172,1975866,kelvin martin,0.2864716109249169
173,4183115,tony dovolani,1.0998702722369385
174,330759,good parliament,1.483815988654305
175,24598699,sexual maturation disorder,4.157275497211336
176,45609,cheetah,24.808826484700266
177,662698,sonjay dutt,1.861574895737644
178,35064265,kim hak-sun,0.2278632386756906
179,106164,globular protein,5.258839249634121
180,16831059,suicide,123.84910439802564
181,10586565,dick christie,0.2265157939316277
182,1623709,lee hughes,1.9355637809533577
183,1636941,federal reserve bank of san francisco,7.140081631043407
184,264326,aeroperú,0.4007640888319828
185,288343,iglesia ni cristo,7.3940246955840925
186,426399,caul,1.3300201499505206
187,223968,london metal exchange,11.560503174630815
188,932462,immigration reform and control act of 1986,7.013889231147876
189,45332,gresham's law,3.111608290220041
190,19623667,maino discography,0.4184417002692842
191,237818,harold stassen,10.738631821588486
192,37901,valerian (herb),9.861516243221873
193,6760603,fairhills high school,0.1671153014188109
194,14260672,al bandiero,0.2246468128351726
195,19781676,michael hudson (economist),13.76467034560749
196,327839,social promotion,0.4804773868397592
197,1307626,american crocodile,5.067934035352718
198,7949528,same-sex marriage law in the united states by state,9.470973608496784
199,43111345,1997–98 activists kidnappings in indonesia,0.2064718361405694
200,880902,haifa wehbe,1.0097534911428174
201,16831059,suicide,123.84910439802564
202,637333,dentures,5.713516467892115
203,40303,anton cermak,3.241746914573005
204,591105,beth gibbons,1.0426654352240423
205,30211,politics of turkmenistan,4.22851093726113
206,26157715,danny jacobs (actor),0.8137273168066745
207,3076863,machine epsilon,1.2410141512881236
208,6523456,baldassarre squitti,0.2597128933291749
209,6779451,newswatch (philippine tv program),0.6217980908631205
210,3317624,billy crawford,1.7013705166621782
211,2327550,fluorescein isothiocyanate,1.2682396771204727
212,445231,biodynamic agriculture,15.286501469381342
213,2862333,brooke vincent,0.4904028143773655
214,14250929,david gyngell,0.657909520657216
215,22763,osiris,20.111164619162004
216,3117,abu zubaydah,3.3893813681441904
217,14554100,substructural type system,1.84183275751632
218,1302779,lolo ferrari,0.6418538780397296
219,5761761,rusty-spotted genet,9.633757908854836
220,1824001,darna,1.537887299118565
221,8635249,list of solar cycles,4.396239100994556
222,32197,uss monitor,9.010008741900474
223,867323,digital revolution,31.08585700847823
224,2708239,william h. natcher parkway,1.8609299997460396
225,78404,aglaurus,0.4590764359755776
226,2469123,wizard of oz experiment,0.3665248370870687
227,12148872,atomic bomb casualty commission,1.2950369360236325
228,2002540,null (sql),12.910979611942237
229,269960,heim ins reich,6.227530618483842
230,1396432,midway plaisance,7.663802776103545
231,418035,vistula veneti,7.564924551718954
232,10188356,isomescaline,0.8169307426742618
233,1587477,xx bomber command,2.923337001096596
234,27790,schizophrenia,52.020088115039854
235,935669,fenian raids,10.408131562561326
236,1673438,gamma wave,4.191613663440934
237,6577148,octavius (ship),0.2076862088345864
238,139176,city-state,96.11156787390672
239,17166,katanga province,16.920189778161685
240,3057613,the life that i have,0.2423983862491997
241,12873937,bleach,15.090987398819976
242,5763845,bedhaya,0.521866635633246
243,14755863,cyclin o,0.1959682625216821
244,4062117,johann zahn,0.4449221960998761
245,1646596,oleg popov,0.9730009362712044
246,1935464,alain n'kong,0.4119565695058995
247,574247,list of military occupations,14.309693095712015
248,38115,crucifixion,26.25777888819125
249,270315,tetrazene,0.5360384814355468
250,13385024,george horace gooderham,0.3260823558951433
251,2961233,pontyclun railway station,1.4840327219424472
252,24546545,mary moody northen,0.2542116992078
253,2327886,theanine,9.064373286096105
254,65133,karen blixen,4.634272115047914
255,39811263,let's go pocoyo,0.1901508904022045
256,76440,fourth wall,13.042673223971128
257,208073,dundalk,17.099179891046944
258,2134111,big comic spirits,1.7749772300581514
259,40303,anton cermak,3.241746914573005
260,1584474,pompeia plotina,1.6996090225634046
261,946478,patriarchal cross,4.958212884949052
262,16829895,smallpox,91.61408513818655
263,232175,uefa europa league,90.44114776565864
264,515380,thrombocytopenia,6.121733829063358
265,21487406,avalanche rescue,0.5247677073294184
266,3043826,max méreaux,0.2316004538179666
267,208430,enceladus,10.797532303888971
268,324222,joseon,23.48113830988636
269,76340,principal component analysis,29.118154361503013
270,1587477,xx bomber command,2.923337001096596
271,641200,marie-louise von franz,2.5815007197686364
272,105931,lady godiva,6.071835332653165
273,1636941,federal reserve bank of san francisco,7.140081631043407
274,9208924,brad sykes,0.2794521297905873
275,368327,identification friend or foe,6.596307355791885
276,415951,irritant diaper dermatitis,0.3730918028647926
277,1131473,highams park railway station,1.096092585927659
278,5734971,ana beatriz,0.4702897462154953
279,60744,cubic zirconia,3.4790310798693653
280,7466197,miss teacher bangs a boy,0.3646373719213574
281,4433539,luna lake (arizona),2.1475279106464025
282,5321767,takashi hirano,0.5813342138945158
283,11067270,drew petrie,2.2392655648960456
284,31361327,2011 mazar-i-sharif attack,0.2757829485709777
285,5130807,music of final fantasy v,0.2375490437382863
286,17290783,bidirectional associative memory,0.2032113656857345
287,3448459,numbulwar,0.2055769307702043
288,20976491,ladybird (clothing),0.3089346358982672
289,332306,anthony giddens,8.486346759739924
290,29760898,john reyly,0.2113586955674706
291,45332,gresham's law,3.111608290220041
292,1396432,midway plaisance,7.663802776103545
293,15370623,1967 uss forrestal fire,1.1520142735973944
294,8118119,italian occupation of france,0.2650988419084116
295,24576655,ramakrushna nanda,0.24169083622169
296,1436515,throwback uniform,7.094818871328058
297,13279542,ethnic groups in europe,44.49942775180285
298,10958842,prime minister of crimea,2.474321953802018
299,415951,irritant diaper dermatitis,0.3730918028647926
300,1445706,automotive navigation system,10.585480988271602
301,1655275,uss mount hood (ae-11),0.9261656333002304
302,2599511,smudge pot,0.680429893351631
303,17111814,race to witch mountain,1.133971830113202
304,3032314,history of the camera,1.3891489492703823
305,485846,hunky punk,0.3793035968121732
306,23369262,john lydon,6.024531858382031
307,103030,medes,59.82247831268037
308,7819359,two-party-preferred vote,19.08407299820837
309,1625668,clemastine,3.7057727363284254
310,24941369,the band perry,3.290891925180513
311,932462,immigration reform and control act of 1986,7.013889231147876
312,3512082,low-g condition,0.2347385873202245
313,7687329,phoebe tonkin,0.6637408704235682
314,1435283,the bonnie blue flag,0.8010322172664472
315,20647810,sunburn,10.769992522686175
316,6027241,butanol fuel,11.574762506978184
317,448599,notts county f.c.,30.683684999972492
318,204953,gloster gladiator,4.384508188963864
319,2033782,log-structured file system (bsd),5.817986784099147
320,364177,chen yuanyuan,0.6661494700184017
321,602466,tuberous sclerosis,4.58331623996036
322,29372360,pierre de witasse,0.8386957755252648
323,2598746,grobiņa,3.735923611017943
324,39179201,maria roy,0.1860278046089923
325,14688,demographics of israel,6.070227575272759
326,76163,list of ford vehicles,4.413443899398595
327,5339308,iso week date,29.27393742221783
328,1551066,karnak (comics),0.9307431865949222
329,946478,patriarchal cross,4.958212884949052
330,3910120,space shuttle abort modes,2.152196314925404
331,9134294,ruplizumab,1.4731293714502909
332,5321372,jiangsu cuisine,4.516215221830996
333,13586147,hangzhou no.2 telecom hub,0.1506681521070061
334,154909,mongolian language,108.19875194761208
335,182246,bishōnen,7.011842269740485
336,7615592,charles r. mabey,0.7663835322257824
337,2592543,zielona góra airport,0.7029418109791152
338,9852079,ragsdale conjecture,0.4716460045211151
339,1949469,pancreatectomy,3.300828569381957
340,3660001,hyderabadi rupee,1.89593839599394
341,10816705,joe mcshane,1.373353944712684
342,6523580,miguel ángel félix gallardo,1.91566439789118
343,50874,geography of madagascar,3.8511066476520415
344,304263,medical prescription,12.052651386034698
345,1047057,patellar reflex,2.077583734179113
346,1949469,pancreatectomy,3.300828569381957
347,29372360,pierre de witasse,0.8386957755252648
348,3863913,jack stewart (soccer),0.41238933957819
349,29790651,john yelloly,0.1709653281122209
350,12992431,kidsco,5.2102162585295995
351,481176,john franco,4.454390782792677
352,7025,cranberry,13.013584880720122
353,3795330,tug of war at the summer olympics,7.10803311466435
354,1573209,ethan canin,0.7604790895970858
355,8891507,czaszyn,0.2798791861953828
356,163416,hank williams,22.271785437885203
357,18861823,supergirl (reamonn song),0.3619860931332845
358,1598333,george jonas,1.256938611348028
359,1194967,michael sleavon,0.4166421818542397
360,747777,johnny rutherford,1.8992145875058812
361,7500476,evje,0.9850258011662012
362,4845952,wdgc-fm,1.0867373946962091
363,2204223,avobenzone,1.50813423765026
364,2118479,adnan sami,2.4232590174250337
365,11900419,emanuel querido,0.6530961909145295
366,749853,fovea centralis,10.202338891463738
367,5739651,reclusión perpetua,0.3712030711451913
368,67647,politics of the bahamas,4.503510005850353
369,602466,tuberous sclerosis,4.58331623996036
370,577332,spiritual death in christianity,0.2638589657763245
371,828487,pat's king of steaks,1.2808278431450555
372,3076863,machine epsilon,1.2410141512881236
373,171031,slick rick,4.44459115459208
374,15370623,1967 uss forrestal fire,1.1520142735973944
375,21270958,philip pearson,0.3446182140434527
376,18634162,ola raknes,0.6334965471950532
377,12662834,bendiocarb,4.274483655480026
378,3628531,phillip carl jablonski,0.181676553668149
379,1578247,bonspiel,2.586427280699761
380,2797279,parrothead,0.767418724893917
381,1005861,geosynchronous satellite launch vehicle,7.340281139392896
382,1201310,accumulated cyclone energy,1.1207924325618812
383,15253,international bank account number,254.49589390932783
384,19509,finitary relation,13.809444316874355
385,21487406,avalanche rescue,0.5247677073294184
386,1007978,australian pound,10.784650696191338
387,28862054,list of strawberry shortcake's berry bitty adventures episodes,0.3500382750086292
388,8584220,saskatchewan highway 969,1.547994971218882
389,935669,fenian raids,10.408131562561326
390,292484,n-gage (device),6.800201842579956
391,2250746,brenda de banzie,0.5378644294367314
392,1307626,american crocodile,5.067934035352718
393,4589343,jagdish kashyap,0.2365791059285884
394,7381789,jerry sokoloski,0.1598693743800446
395,4037470,put 'em under pressure,1.1055657396807546
396,3108537,george warde,0.3616430405531393
397,2248292,conímbriga,1.1817336841317014
398,25491689,douglas dc-8 (piston airliner),1.1771904158326787
399,7038275,wblf,1.0036470180692154
400,15056950,tsvetomir matev,0.1760225830077993
401,2484928,henry of eppenstein,0.3885527890433285
402,1527537,bevacizumab,5.569876358529696
403,45598,strepsiptera,24.77606701710824
404,21171319,wec 40,1.0355131551514074
405,3627082,global spread of h5n1,1.450627284470262
406,22036265,tax protester,8.460898780303252
407,1604027,arthur j. altmeyer,0.6197228912018371
408,21319499,2009 malagasy political crisis,5.845159257838562
409,7925,david hume,94.95351255049644
410,14600591,bhoj reddy engineering college for women,0.1682858254943686
411,362922,masoretes,4.665866789853252
412,153990,port wine,16.287780626761588
413,1105954,united states embargo against cuba,9.525103147253464
414,1069359,rap rock,24.375292685050617
415,193291,mystery fiction,41.82536178294895
416,9307736,trichodynia,0.296017817013689
417,3077251,third fleet (australia),2.9237334490498315
418,19189459,wuala,0.6046286649571508
419,8165739,kenneth mcduff,0.2651988656792707
420,1882755,lady sovereign,1.297547701755779
421,8453015,barnes school,0.2569263233897886
422,1466,assault,22.53776240671912
423,1063762,eugen dühring,8.492412945124281
424,996821,louisa stuart costello,0.2586151558521457
425,5699455,multiplex (movie theater),6.6826190160613335
426,2154,african americans,49.0376094774663
427,23086026,coenonympha nipisiquit,0.2153374411036133
428,1938323,overjustification effect,0.6083691424474715
429,3579747,walter hadwen,0.2027505231859481
430,2598746,grobiņa,3.735923611017943
431,5339308,iso week date,29.27393742221783
432,6546,celts,115.4453779256816
433,1113966,punk ideologies,8.535577580094083
434,16235356,msi wind netbook,3.917900119092699
435,47300,movable type,38.94842015834844
436,47300,movable type,6.873760493426655
437,457608,anton piller order,0.6283807720653715
438,2110712,ico (file format),12.902239789558518
439,1649682,gloucester cheese,1.3883581383444603
440,19017269,world population,39.55333101143557
441,6352883,g90,4.3945408613707935
442,182246,bishōnen,7.011842269740485
443,143861,traffic enforcement camera,4.121175691433817
444,4677392,fajr-3,0.9423438360884516
445,217313,stochastic matrix,1.7042607878646947
446,531501,negroni,1.8461060376032403
447,596473,long depression,21.402175978788055
448,6388103,mamta mohandas,1.814254519893792
449,3910120,space shuttle abort modes,2.152196314925404
450,332306,anthony giddens,8.486346759739924
451,1527537,bevacizumab,5.569876358529696
452,2252278,thinkorswim,0.4324462400836837
453,212390,tilde,49.816919702253735
454,2590709,siegfried popper,0.1896681836964556
455,229212,alexander mackenzie (explorer),19.882819058347412
456,17230296,television licensing in italy,0.387308511257386
457,814490,henchman,1.961982939880832
458,4721838,steam clock,0.8644778170539023
459,18030561,lyman reservoir,0.2174986752397697
460,251937,sixth pillar of islam,1.8670660909400387
461,251399,observable universe,21.91373313523504
462,2096327,william bratton,1.420401719724231
463,89110,richard mentor johnson,14.830693200735045
464,684799,fur people,4.04375038020688
465,6727506,james patton anderson,1.0316315241662464
466,175019,miller v. california,5.413449407341391
467,235892,plurality (voting),23.40611463146312
468,2333250,date rape,5.992845399072428
469,3943111,canada's next top model,1.4126526800435966
470,4749198,alexander arbuthnot (politician),0.4599125806648852
471,1133682,friend of dorothy,1.1214146059837191
472,8350676,lxde,6.678898061221359
473,668723,steropodon,0.8951828647319451
474,8376406,trope (literature),26.832351004587142
475,2855029,chieu hoi,0.6544285983831051
476,33404314,harvey balls,0.5752022154115867
477,396547,izzy stradlin,2.155167569779965
478,14513508,blind faith (novel),0.6109447308182884
479,1778592,coldheat,0.1882680761345457
480,152214,zermelo–fraenkel set theory,23.673180268149103
481,1108071,janet flanner,0.959523338734219
482,24542426,cowboy trap,0.2138246613564004
483,21901460,rachel yanait ben-zvi,0.3734078225703306
484,8974709,edward s. flint,0.8190187763567716
485,13041163,adele,46.451480501506715
486,10341263,united states raw milk debate,0.2169040662453351
487,1292470,revolving restaurant,2.7133817132033093
488,168915,effects of cannabis,5.304344823791286
489,438953,4′33″,1.3734527442446465
490,23369262,john lydon,6.024531858382031
491,1504896,cyberpunk derivatives,5.280766996657629
492,8689021,george boyd (footballer),0.9264863775362036
493,51928,amtrak,112.78934449619776
494,511809,jay-jay okocha,4.897473510395192
495,27412,geography of sri lanka,9.23636723712016
496,1904536,cave story,1.385024916738172
497,4282154,sultan salahuddin abdul aziz mosque,1.1531809516089195
498,955693,service flag,6.8716658418012155
499,576490,nationalist party of canada,0.8696837107532213
500,1223589,stutz bearcat,0.4597672363223636
501,5837707,hail cannon,1.1253193027249166
502,174376,whitewater controversy,1.9822228924773664
503,30876926,bolognese sauce,2.2697795897413107
504,489642,three-spined stickleback,1.9986294100953008
505,1266003,alex krycek,0.9212329230142609
506,6523456,baldassarre squitti,0.2597128933291749
507,177849,connie booth,1.138321688928435
508,5599099,baba harbhajan singh,0.2252400276862858
509,7801597,the paul lynde halloween special,0.7638466378354463
510,1397,aol,109.16275150169466
511,217852,skeg,11.250880575870022
512,175837,garuda indonesia,12.322383001710074
513,1647671,lynne spears,0.7809148804983977
514,1452496,wwiv,0.7340607573802433
515,26513034,pythagorean theorem,26.872732976182714
516,956210,michigan j. frog,3.1623573465866848
517,1080889,nissan sentra,3.048425817319396
518,47786242,tales of phantasia,1.4102798896235376
519,21219212,stryver,0.8116871281867706
520,799406,roald jensen,0.3811331158615073
521,17133808,sanchez (singer),0.725876977883979
522,1703892,60 wall street,0.3887954284940746
523,270244,margo macdonald,3.291374159773212
524,10586565,dick christie,0.2265157939316277
525,900931,cincinnati and lake erie railroad,0.4752099791927302
526,11354287,henry thia,0.8360976397921754
527,2996055,anti-nuclear movement,15.603525965909864
528,235892,plurality (voting),23.40611463146312
529,575131,raw milk,3.4081778134520904
530,1445706,automotive navigation system,10.585480988271602
531,2862333,brooke vincent,0.4904028143773655
532,164694,king diamond,4.047885562489608
533,871470,mutual intelligibility,45.837950015923646
534,168601,rodney king,6.414425651706256
535,4376813,lgbt rights in egypt,3.294323554530151
536,1578247,bonspiel,2.586427280699761
537,1044568,abraham lincoln (1930 film),2.9076544696047595
538,2997353,ronreaco lee,0.4074185383595515
539,5130807,music of final fantasy v,0.2375490437382863
540,1341942,bevis of hampton,0.4865446041573885
541,19088,malawi,185.528370687468
542,10691720,kh-28,1.426764187727712
543,318416,cruel and unusual punishment,19.20362048742296
544,9431714,jason michael carroll,0.6567803413085532
545,283763,qaanaaq,4.162745399601155
546,2634789,air superiority fighter,7.779615088445518
547,646606,prince edward islands,6.7882129906067625
548,184391,eurozone,72.1462835539752
549,17615674,prostitution in europe,1.8731545898964712
550,614504,joe louis arena,12.353087561668993
551,13681,hyperinflation,32.93088908959803
552,216344,senecio vulgaris,1.3806015936285283
553,171100,raï,6.335946946873758
554,9378087,robert pickton,0.8698419718537476
555,223968,london metal exchange,11.560503174630815
556,252701,mister ed,2.1905047282028143
557,1912254,herbert ashcombe walker,0.3889360404585728
558,1950226,provisional application,1.5990408890173584
559,2534756,lombard banking,0.7700277350563417
560,18362896,h.a.n.d.,0.4597698363809635
561,14912487,aquagenic urticaria,1.159235529471375
562,336959,veronica lake,2.4539373875489776
563,345995,hawkman,4.691811617883332
564,78517,fluorocarbon,4.272243441620553
565,6092301,jesse l. lasky jr.,0.1949094449904926
566,8306459,prostitution in saudi arabia,6.532638316906126
567,300425,housing estate,15.949493118719408
568,258789,triple sec,5.830003954126768
569,19186935,yavuz sultan selim bridge,2.285995410307748
570,1327213,creative zen,1.3059474308233907
571,921570,amy poehler,6.795014035645774
572,1436515,throwback uniform,7.094818871328058
573,3660001,hyderabadi rupee,1.89593839599394
574,26441548,st. louis gateway film critics association awards 2004,0.2721303722910569
575,25332576,frank b. wynn,0.1725667531979365
576,13064264,first belgrade gymnasium,0.3751331373476957
577,11995426,zero (hawk nelson song),0.2984953432923503
578,6775086,united states marine corps physical fitness test,0.5607954891617437
579,14260672,al bandiero,0.2246468128351726
580,1177054,turkish lira,25.61484863004273
581,318416,cruel and unusual punishment,19.20362048742296
582,14600591,bhoj reddy engineering college for women,0.1682858254943686
583,349496,john millington synge,4.692217839959161
584,415326,robert jay mathews,0.4107693998924197
585,3580732,pitsea,2.912016507437639
586,497260,flag of south carolina,2.3222157894377484
587,1633392,eyewitness news,4.106401646818962
588,18578140,dustin lance black,3.7104794223649753
589,21304377,love must be tough,0.2002076053269137
590,33142354,papanasini siva temple,0.3478272719756265
591,6064916,cancer wars,0.1759860126634731
592,1398256,eastern orthodox view of sin,0.6530469973515926
593,3440178,in-phase and quadrature components,1.9877356298704103
594,5902728,e85 in the united states,0.3178371697008235
595,162772,deputy prime minister of the united kingdom,10.784072918959277
596,3526140,crazy frog,5.274820014907948
597,18301418,speed limits by country,5.346489670193328
598,76018,who framed roger rabbit,13.283086809536917
599,414082,j-pop,53.65598683924027
600,541488,sun tanning,5.01423698505468
601,105931,lady godiva,6.071835332653165
602,403757,gaston b. cashwell,0.3941938960628331
603,139176,city-state,96.11156787390672
604,1986737,wc (rapper),1.9655727711179976
605,10374465,jordan rhodes,1.8913249391365696
606,1294215,proto man,0.7091670707823732
607,2634789,air superiority fighter,7.779615088445518
608,16125759,nivea discography,0.209336586124332
609,23323708,mi plan,0.636018297431855
610,981299,bertrand gachot,2.3158070171629035
611,31862312,2011 joplin tornado,1.5706859155557489
612,471293,haitian creole,25.75455105344557
613,496925,list of eating utensils,0.9929512589865904
614,20833468,list of abolished upper houses,7.4459609781709455
615,13118744,scientology,51.375067575973006
616,4086622,frontier california,2.0946729155130925
617,5495697,uefa stadium categories,5.955760556434488
618,4428982,history of rush,1.23202457634288
619,1201310,accumulated cyclone energy,1.1207924325618812
620,545725,predatory pricing,9.411559809595996
621,5347130,australian army cadets,2.9415534334474374
622,1406693,morris cerullo,0.6179801642842871
623,31361327,2011 mazar-i-sharif attack,0.2757829485709777
624,5289319,augie ojeda,0.646320212947376
625,3430,bulletin board system,27.842886408180448
626,1056193,wendy williams,1.1723797144265955
627,162621,braided river,18.685944381959008
628,217607,alpha process,12.559835514641994
629,1042649,history of the bicycle,6.371637191584484
630,18721790,child sexual abuse,27.623422329616385
631,2888980,jed the fish,0.2531336426015521
632,515380,thrombocytopenia,6.121733829063358
633,461026,ordination of women,12.429539727579442
634,1906298,dfds,2.353478370172271
635,1623709,lee hughes,1.9355637809533577
636,27218,saint pierre and miquelon,97.13527180179778
637,154208,fansub,10.996747556528618
638,7617494,mansehra international public school and college,0.1659915188164042
639,88600,rock opera,8.88792468446952
640,6577148,octavius (ship),0.2076862088345864
641,532476,early middle ages,79.73822815236475
642,11996885,electronic cigarette,4.4971540048674
643,924292,the mysterious cities of gold,2.41261248492115
644,206053,pashley cycles,2.011844955376668
645,38115,crucifixion,26.25777888819125
646,764101,dani behr,0.7236079429445377
647,461026,ordination of women,12.429539727579442
648,10601294,pentax me f,0.898178663686243
649,3770860,godfrey (comedian),0.5504234508202539
