,page_id,revision_id,revision_id.key,has_template,revision_text_bytes,stems_length,category_links,cite_templates,cn_templates,images_in_tags,infobox_templates,paragraphs_without_refs,shortened_footnote_templates,who_templates,words_to_watch_matches,revision_words,revision_chars,revision_content_chars,external_links,headings_by_level(2),ref_tags,revision_templates,revision_wikilinks,article_quality_score
48,6675,19069278,22768100,1.0,61503.0,40547.0,1.0,0.0,0.0,0.0,0.0,61463.0,0.0,0.0,152.0,8685.0,61499.0,57077.0,17.0,13.0,0.0,2.0,397.0,B
49,6677,33943302,33947290,1.0,17904.0,11829.0,2.0,0.0,0.0,0.0,0.0,17860.0,0.0,0.0,33.0,2525.0,17899.0,16786.0,5.0,8.0,0.0,4.0,118.0,B
50,6677,33947574,33983384,1.0,18109.0,11941.0,2.0,0.0,0.0,0.0,0.0,18100.0,0.0,0.0,33.0,2547.0,18104.0,16946.0,6.0,8.0,0.0,4.0,119.0,B
51,6677,34024042,35050299,1.0,18250.0,12032.0,2.0,0.0,0.0,0.0,0.0,18241.0,0.0,0.0,34.0,2566.0,18245.0,17110.0,6.0,8.0,0.0,3.0,120.0,B
52,6704,424973427,427414093,1.0,58271.0,36483.0,4.0,16.0,10.0,0.0,0.0,11458.0,0.0,0.0,82.0,7497.0,58112.0,43147.0,49.0,12.0,37.0,85.0,516.0,B
53,6978,426638301,467993087,1.0,25163.0,16216.0,8.0,0.0,3.0,0.0,0.0,3642.0,0.0,0.0,31.0,3542.0,25007.0,21448.0,9.0,13.0,10.0,16.0,180.0,C
54,7257,18808346,20243216,1.0,38523.0,25627.0,3.0,0.0,0.0,0.0,0.0,38457.0,0.0,0.0,87.0,5782.0,38511.0,35271.0,10.0,13.0,0.0,1.0,351.0,B
55,7610,13405074,18202013,1.0,8918.0,5349.0,3.0,0.0,0.0,0.0,0.0,8893.0,0.0,0.0,19.0,1191.0,8915.0,7423.0,21.0,6.0,0.0,1.0,65.0,B
56,7683,20748936,20749343,1.0,24087.0,14156.0,2.0,0.0,0.0,0.0,0.0,24086.0,0.0,0.0,46.0,2945.0,24086.0,20011.0,49.0,8.0,0.0,9.0,122.0,B
57,7712,121285251,175099915,1.0,105330.0,71108.0,1.0,6.0,3.0,0.0,1.0,75242.0,0.0,0.0,204.0,15750.0,104971.0,95954.0,10.0,12.0,20.0,27.0,655.0,C
58,7720,67560171,68410405,1.0,10547.0,6239.0,6.0,4.0,1.0,0.0,0.0,10520.0,0.0,0.0,24.0,1399.0,10536.0,8206.0,9.0,5.0,0.0,6.0,70.0,B
59,8302,43061304,43073273,1.0,23424.0,15302.0,5.0,0.0,0.0,0.0,0.0,23123.0,0.0,0.0,38.0,3316.0,23186.0,20699.0,3.0,15.0,0.0,18.0,197.0,B
60,8302,43195674,43197559,1.0,24419.0,15951.0,5.0,0.0,0.0,0.0,0.0,24119.0,0.0,0.0,39.0,3449.0,24178.0,21625.0,4.0,15.0,0.0,20.0,197.0,B
61,8302,43217251,43240502,1.0,24525.0,16020.0,5.0,0.0,0.0,0.0,0.0,24225.0,0.0,0.0,39.0,3464.0,24284.0,21731.0,4.0,15.0,0.0,20.0,197.0,B
62,8587,52632107,52691674,1.0,14380.0,6739.0,4.0,0.0,0.0,0.0,0.0,14380.0,0.0,0.0,19.0,1490.0,14380.0,11311.0,27.0,5.0,0.0,1.0,66.0,B
63,8587,317542170,317583447,1.0,17361.0,8303.0,4.0,1.0,9.0,0.0,0.0,13186.0,0.0,0.0,32.0,1810.0,17166.0,13571.0,22.0,7.0,9.0,14.0,84.0,C
64,8620,132511265,132516969,1.0,12502.0,8003.0,2.0,0.0,0.0,0.0,0.0,12466.0,0.0,0.0,36.0,1725.0,12498.0,11143.0,20.0,7.0,0.0,2.0,67.0,B
65,8620,524176371,526336113,1.0,7443.0,4583.0,4.0,3.0,0.0,0.0,0.0,5150.0,0.0,0.0,8.0,970.0,7433.0,5777.0,10.0,9.0,5.0,9.0,49.0,C
66,8844,37000426,37000786,1.0,14676.0,9578.0,1.0,0.0,0.0,0.0,0.0,14618.0,0.0,0.0,46.0,2213.0,14660.0,13390.0,5.0,10.0,0.0,7.0,75.0,B
67,9223,229334951,229444888,1.0,99249.0,58230.0,3.0,29.0,0.0,0.0,0.0,3657.0,0.0,0.0,107.0,12346.0,98805.0,75493.0,76.0,10.0,145.0,82.0,703.0,FA
68,9238,31412465,31425712,1.0,14747.0,9044.0,10.0,0.0,0.0,0.0,0.0,14688.0,0.0,0.0,13.0,1886.0,14714.0,13191.0,4.0,5.0,0.0,1.0,95.0,B
69,9239,4899732,6196468,1.0,12985.0,7791.0,1.0,0.0,0.0,0.0,0.0,12946.0,0.0,0.0,21.0,1647.0,12982.0,10454.0,3.0,8.0,0.0,2.0,210.0,B
70,9288,21192098,21759899,1.0,47940.0,31698.0,18.0,0.0,0.0,0.0,0.0,47875.0,0.0,0.0,106.0,7261.0,47879.0,42978.0,7.0,10.0,0.0,5.0,431.0,FA
71,9510,468544886,479811872,1.0,104527.0,63094.0,1.0,108.0,9.0,0.0,0.0,0.0,0.0,0.0,111.0,13292.0,104076.0,57418.0,70.0,11.0,135.0,288.0,576.0,B
72,9686,899788905,960340994,1.0,20270.0,11711.0,2.0,7.0,0.0,0.0,0.0,9401.0,0.0,0.0,30.0,2680.0,20010.0,14032.0,24.0,10.0,23.0,27.0,138.0,C
73,9707,18119378,19355002,1.0,9204.0,4477.0,1.0,0.0,0.0,0.0,0.0,9191.0,0.0,0.0,4.0,851.0,9199.0,3500.0,0.0,3.0,0.0,1.0,183.0,Start
74,9763,334411817,334412281,1.0,79704.0,45890.0,4.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,126.0,10054.0,79248.0,49452.0,100.0,9.0,77.0,97.0,598.0,B
75,9897,4024937,4307376,1.0,5666.0,3805.0,1.0,0.0,0.0,0.0,0.0,5646.0,0.0,0.0,13.0,842.0,5666.0,5323.0,0.0,0.0,0.0,1.0,50.0,Start
76,10100,889273017,889534284,1.0,32150.0,19883.0,5.0,29.0,2.0,9.0,0.0,6967.0,0.0,0.0,38.0,4509.0,32063.0,20212.0,31.0,7.0,32.0,55.0,142.0,C
77,10100,889548449,889550398,1.0,33841.0,20988.0,5.0,30.0,2.0,9.0,0.0,9876.0,0.0,0.0,38.0,4751.0,33755.0,21174.0,31.0,7.0,33.0,56.0,146.0,C
78,10312,562703247,566020526,1.0,57204.0,34422.0,12.0,32.0,8.0,4.0,1.0,46375.0,0.0,0.0,43.0,7096.0,57023.0,35008.0,33.0,11.0,67.0,78.0,357.0,B
79,10312,585943815,695458439,1.0,57826.0,34777.0,12.0,33.0,9.0,4.0,1.0,46971.0,0.0,0.0,43.0,7168.0,57641.0,34938.0,34.0,11.0,67.0,85.0,354.0,B
80,10890,4762227,4820542,1.0,9270.0,5819.0,1.0,0.0,0.0,0.0,0.0,9235.0,0.0,0.0,18.0,1291.0,9268.0,7906.0,0.0,4.0,0.0,1.0,105.0,B
81,10951,977970014,977970636,1.0,91972.0,53964.0,22.0,114.0,0.0,0.0,1.0,17622.0,0.0,0.0,126.0,11969.0,91872.0,43880.0,91.0,16.0,146.0,137.0,249.0,GA
82,11168,68646644,69399251,1.0,67784.0,35651.0,11.0,81.0,2.0,0.0,0.0,12109.0,0.0,0.0,59.0,7597.0,67663.0,36659.0,136.0,9.0,7.0,93.0,215.0,B
83,11286,653143379,931964427,1.0,25870.0,15249.0,6.0,10.0,0.0,0.0,0.0,1685.0,0.0,0.0,27.0,3442.0,25849.0,19997.0,21.0,8.0,57.0,23.0,95.0,B
84,11593,676796933,676799072,1.0,83958.0,50447.0,5.0,79.0,1.0,0.0,0.0,985.0,0.0,0.0,142.0,11359.0,83759.0,51316.0,87.0,8.0,155.0,102.0,329.0,B
85,11593,677105346,677122705,1.0,84774.0,50949.0,5.0,79.0,1.0,0.0,0.0,985.0,0.0,0.0,143.0,11457.0,84575.0,51610.0,87.0,8.0,157.0,102.0,330.0,B
86,11616,298668745,298695217,1.0,30270.0,18319.0,5.0,4.0,3.0,0.0,0.0,9059.0,0.0,1.0,44.0,3894.0,30123.0,24911.0,37.0,11.0,30.0,14.0,121.0,C
87,11684,36524011,36560242,1.0,1891.0,1257.0,2.0,0.0,1.0,0.0,0.0,1883.0,0.0,0.0,3.0,270.0,1891.0,1635.0,0.0,1.0,0.0,4.0,23.0,Start
88,11857,33767634,34671336,1.0,18378.0,11240.0,15.0,0.0,0.0,0.0,0.0,18300.0,0.0,0.0,30.0,2569.0,18320.0,15436.0,13.0,8.0,0.0,3.0,225.0,B
89,11857,50937441,51217937,1.0,21195.0,12887.0,15.0,0.0,1.0,0.0,0.0,21097.0,0.0,0.0,37.0,2962.0,21117.0,17328.0,15.0,6.0,0.0,8.0,257.0,B
90,11857,51373193,54743572,1.0,21388.0,13101.0,15.0,0.0,1.0,0.0,0.0,21290.0,0.0,0.0,38.0,3009.0,21310.0,17571.0,13.0,6.0,0.0,7.0,262.0,B
91,11878,4784045,4785197,1.0,19246.0,12209.0,1.0,0.0,0.0,0.0,0.0,19177.0,0.0,0.0,42.0,2850.0,19246.0,16985.0,1.0,15.0,0.0,2.0,134.0,B
92,12067,662226139,668034680,1.0,168252.0,86586.0,14.0,205.0,2.0,5.0,0.0,3168.0,5.0,0.0,107.0,18364.0,168023.0,73956.0,256.0,17.0,388.0,356.0,1117.0,B
93,12078,29044724,30698921,1.0,35866.0,23727.0,3.0,0.0,0.0,0.0,0.0,35823.0,0.0,0.0,63.0,5242.0,35835.0,32265.0,14.0,8.0,0.0,1.0,336.0,B
94,12078,30700199,30707769,1.0,43200.0,28114.0,3.0,0.0,0.0,0.0,0.0,43140.0,0.0,0.0,84.0,6159.0,43150.0,38415.0,23.0,9.0,0.0,1.0,403.0,B
95,12078,30708243,30974331,1.0,44214.0,28775.0,3.0,0.0,0.0,0.0,0.0,44152.0,0.0,0.0,82.0,6301.0,44164.0,39300.0,24.0,8.0,0.0,1.0,404.0,B
96,12078,31172152,31180798,1.0,44317.0,28848.0,3.0,0.0,0.0,0.0,0.0,44255.0,0.0,0.0,82.0,6317.0,44267.0,39342.0,24.0,8.0,0.0,1.0,407.0,B
97,12078,31310121,31888443,1.0,47145.0,30660.0,3.0,0.0,0.0,0.0,0.0,47091.0,0.0,0.0,92.0,6727.0,47103.0,41738.0,30.0,9.0,0.0,2.0,412.0,B
98,12078,32258432,34379395,1.0,56354.0,36549.0,3.0,0.0,0.0,0.0,0.0,56291.0,0.0,0.0,130.0,7911.0,56301.0,43576.0,29.0,10.0,0.0,109.0,419.0,FA
99,12078,246377069,246380314,1.0,69717.0,44532.0,2.0,29.0,1.0,0.0,0.0,20082.0,0.0,0.0,115.0,9631.0,69647.0,52732.0,46.0,9.0,54.0,44.0,367.0,B
100,12104,36023824,36138799,1.0,20592.0,13312.0,12.0,0.0,0.0,0.0,0.0,20403.0,0.0,0.0,32.0,2832.0,20405.0,17814.0,15.0,8.0,0.0,14.0,147.0,B
101,12113,8831282,10539303,1.0,10600.0,6499.0,2.0,0.0,0.0,0.0,0.0,10560.0,0.0,0.0,11.0,1391.0,10598.0,9901.0,1.0,4.0,0.0,4.0,39.0,Start
102,12159,96220330,176201109,1.0,6506.0,3864.0,3.0,0.0,0.0,0.0,0.0,6495.0,0.0,0.0,13.0,798.0,6503.0,5757.0,2.0,0.0,0.0,2.0,59.0,Start
103,12347,821086364,881033740,1.0,7118.0,4100.0,1.0,0.0,0.0,0.0,0.0,2949.0,0.0,0.0,5.0,809.0,7091.0,3574.0,0.0,5.0,2.0,18.0,48.0,Start
104,12677,152937383,167791309,1.0,13805.0,9345.0,7.0,0.0,2.0,4.0,1.0,8623.0,0.0,0.0,26.0,2022.0,13768.0,10786.0,1.0,4.0,1.0,9.0,128.0,B
105,12948,7173775,9799190,1.0,10938.0,7239.0,3.0,0.0,0.0,0.0,0.0,10912.0,0.0,0.0,21.0,1612.0,10935.0,10016.0,1.0,5.0,0.0,1.0,55.0,B
106,13037,15883204,17884665,1.0,23440.0,13767.0,9.0,0.0,0.0,0.0,0.0,23427.0,0.0,0.0,36.0,3064.0,23433.0,19617.0,30.0,7.0,0.0,2.0,168.0,B
107,13210,247247355,340834093,1.0,18750.0,12620.0,4.0,1.0,0.0,0.0,0.0,18740.0,0.0,0.0,32.0,2766.0,18748.0,16676.0,2.0,9.0,1.0,8.0,235.0,B
108,13255,207514886,207573522,1.0,69631.0,38165.0,6.0,97.0,3.0,0.0,1.0,3531.0,0.0,0.0,75.0,8210.0,69102.0,34569.0,76.0,16.0,118.0,125.0,518.0,B
109,13913,35663644,36823050,1.0,28083.0,17308.0,8.0,0.0,0.0,0.0,0.0,28015.0,0.0,0.0,52.0,3856.0,28025.0,23070.0,26.0,9.0,0.0,2.0,257.0,B
110,13919,4279000,4755030,1.0,30650.0,18404.0,3.0,0.0,0.0,0.0,0.0,30646.0,0.0,0.0,60.0,4006.0,30650.0,24168.0,49.0,9.0,0.0,2.0,192.0,B
111,13919,837311877,837311967,1.0,207922.0,106116.0,20.0,298.0,4.0,0.0,2.0,0.0,0.0,0.0,336.0,22004.0,207414.0,93638.0,438.0,15.0,511.0,443.0,712.0,B
112,14022,31411927,31425570,1.0,3965.0,2590.0,4.0,0.0,0.0,0.0,0.0,3946.0,0.0,0.0,9.0,578.0,3962.0,3528.0,0.0,1.0,0.0,1.0,45.0,Start
113,14131,173861058,179715799,1.0,14369.0,8764.0,6.0,0.0,5.0,0.0,1.0,3258.0,0.0,0.0,26.0,1825.0,14341.0,10552.0,18.0,10.0,11.0,15.0,161.0,C
114,14131,179715853,180331548,1.0,13516.0,8084.0,6.0,1.0,3.0,0.0,1.0,2952.0,0.0,0.0,26.0,1673.0,13476.0,9207.0,20.0,11.0,13.0,14.0,148.0,C
115,14131,221899917,221916860,1.0,32781.0,19884.0,5.0,17.0,0.0,0.0,1.0,9270.0,0.0,0.0,52.0,4186.0,32713.0,20998.0,31.0,11.0,68.0,35.0,243.0,GA
116,14233,452852554,452852822,1.0,36982.0,21593.0,8.0,9.0,0.0,0.0,0.0,3550.0,0.0,1.0,35.0,4645.0,36804.0,26825.0,52.0,29.0,62.0,33.0,141.0,B
117,14306,416710838,421079074,1.0,12289.0,7253.0,2.0,6.0,0.0,0.0,0.0,2791.0,0.0,0.0,13.0,1463.0,12131.0,8119.0,17.0,9.0,10.0,17.0,107.0,C
118,14318,10955116,10955746,1.0,6634.0,4447.0,3.0,0.0,0.0,0.0,0.0,6611.0,0.0,0.0,29.0,1020.0,6633.0,5843.0,0.0,8.0,0.0,2.0,82.0,B
119,14439,236382160,236428998,1.0,14264.0,8671.0,1.0,0.0,0.0,0.0,0.0,14194.0,0.0,0.0,23.0,1941.0,14218.0,12069.0,8.0,5.0,0.0,13.0,74.0,B
120,14540,7876241,75387858,1.0,5492.0,3707.0,1.0,0.0,0.0,0.0,0.0,5463.0,0.0,0.0,15.0,776.0,5492.0,4790.0,0.0,3.0,0.0,2.0,67.0,Start
121,14709,81826547,89161002,1.0,16830.0,10122.0,20.0,0.0,0.0,0.0,1.0,14333.0,0.0,0.0,20.0,2369.0,16815.0,13435.0,10.0,10.0,4.0,2.0,161.0,B
122,14726,217740848,217774420,1.0,98398.0,61404.0,10.0,4.0,2.0,0.0,0.0,443.0,0.0,0.0,206.0,13826.0,98017.0,71035.0,55.0,17.0,172.0,36.0,303.0,B
123,14726,217775215,217916017,1.0,98397.0,61404.0,10.0,4.0,2.0,0.0,0.0,443.0,0.0,0.0,206.0,13826.0,98016.0,71034.0,55.0,17.0,172.0,36.0,303.0,B
124,14909,26590542,30610930,1.0,12672.0,8541.0,2.0,0.0,0.0,0.0,0.0,12580.0,0.0,0.0,23.0,1930.0,12616.0,11717.0,1.0,9.0,0.0,5.0,91.0,B
125,14975,94045508,96133378,1.0,45082.0,26648.0,5.0,14.0,2.0,8.0,0.0,0.0,0.0,0.0,90.0,5783.0,44919.0,35087.0,56.0,15.0,46.0,21.0,282.0,B
126,15123,26590008,26654914,1.0,29776.0,18686.0,3.0,0.0,0.0,0.0,0.0,29719.0,0.0,0.0,64.0,4080.0,29747.0,26400.0,22.0,11.0,0.0,2.0,156.0,B
127,15123,26690619,37262998,1.0,29894.0,18744.0,3.0,0.0,0.0,0.0,0.0,29837.0,0.0,0.0,64.0,4087.0,29865.0,26410.0,22.0,11.0,0.0,2.0,159.0,B
128,15215,7421004,8449128,1.0,18456.0,11266.0,3.0,0.0,0.0,0.0,0.0,18452.0,0.0,0.0,27.0,2378.0,18456.0,15597.0,31.0,6.0,0.0,1.0,119.0,B
129,15346,125581815,125581983,1.0,10217.0,5982.0,3.0,0.0,0.0,0.0,0.0,10157.0,0.0,0.0,6.0,1239.0,10167.0,8139.0,9.0,7.0,19.0,3.0,116.0,B
130,15346,126596077,126650206,1.0,25602.0,14209.0,3.0,0.0,0.0,0.0,0.0,17182.0,0.0,0.0,30.0,2947.0,25497.0,19747.0,30.0,7.0,90.0,13.0,175.0,GA
131,16125,458394811,550085583,1.0,76764.0,47351.0,16.0,21.0,2.0,26.0,2.0,5898.0,0.0,0.0,101.0,10723.0,76154.0,49941.0,33.0,13.0,106.0,85.0,644.0,B
132,16158,950175434,950180628,1.0,12615.0,7555.0,3.0,6.0,4.0,0.0,0.0,742.0,0.0,0.0,16.0,1640.0,12581.0,6711.0,11.0,7.0,10.0,19.0,91.0,C
133,16215,22544152,25947749,1.0,31067.0,19753.0,9.0,0.0,0.0,0.0,0.0,30724.0,0.0,0.0,57.0,4361.0,30807.0,27894.0,3.0,14.0,0.0,57.0,213.0,B
134,16341,6478510,6583250,1.0,5791.0,3570.0,5.0,0.0,0.0,0.0,0.0,5767.0,0.0,0.0,8.0,817.0,5791.0,4706.0,3.0,1.0,0.0,3.0,88.0,Start
